UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,age,Employment.Type,DaysSincedisbursal,State_ID,Employee_code_ID,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,NO.OF_INQUIRIES,loan_default
644776,69123,95186,74.59,159,24319,48,34,Self employed,550,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
506277,31984,44870,73.55,159,24319,48,39,Self employed,596,7,3348,825,A-Very Low Risk,8,1,0,20296,50000,50000,12218,0,0,0,2,0
539475,42894,59999,73.33,159,24319,48,45,Self employed,584,7,3348,825,A-Very Low Risk,1,0,0,0,0,0,1604,0,0,0,0,0
586166,71817,99169,74.62,159,23364,51,28,Self employed,562,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
611250,71817,102024,72.53,159,23364,51,36,Self employed,556,7,3348,737,C-Very Low Risk,6,2,0,33092,89000,89000,3930,0,0,0,0,1
592723,42894,59671,73.74,159,24319,48,35,Self employed,560,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
586945,77751,110484,72.41,159,23364,51,25,Self employed,562,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
560594,69123,97885,72.53,159,24319,48,25,Self employed,692,7,3348,749,C-Very Low Risk,2,1,0,10276,18500,18500,0,0,1,0,0,0
604335,72817,101175,74.13,159,23364,51,38,Salaried,557,7,3348,567,J-High Risk,1,1,1,62142,75000,75000,2048,0,0,0,0,1
557311,53303,90912,60.5,159,24319,48,30,Salaried,753,7,3348,721,D-Very Low Risk,3,2,0,21900,81900,81900,0,0,1,0,0,0
610352,96490,168845,58.63,159,24319,48,41,Self employed,556,7,3348,300,M-Very High Risk,2,1,1,23140,30000,30000,3520,0,0,0,2,1
500751,36939,51115,74.34,159,24319,48,36,Self employed,510,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
612326,42894,59671,73.74,159,24319,48,41,Self employed,556,7,3348,581,I-Medium Risk,4,4,0,81932,110206,110206,5459,0,1,1,4,1
513662,31984,44870,73.55,159,24319,48,26,Self employed,593,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
621548,72731,95186,79.84,159,24319,48,38,Self employed,555,7,3348,738,C-Very Low Risk,8,3,0,68727,84500,84500,8149,0,3,0,0,1
502530,64669,90912,72.6,159,24319,48,24,Self employed,510,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
571013,60713,78655,78.83,159,24710,45,33,Self employed,509,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
628653,58259,90665,66.18,159,24319,48,36,Self employed,553,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
642046,72123,95186,78.79,159,24319,48,23,Self employed,550,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
591914,66168,90665,75,159,24319,48,37,Self employed,560,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
570992,70817,97428,74.93,159,24319,48,46,Salaried,509,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
612660,58259,95186,63.03,159,24319,48,36,Self employed,556,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,1,0
602220,40054,53146,79.03,159,24319,48,32,Self employed,558,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
563024,69817,97882,73.56,159,24319,48,38,Self employed,631,7,3348,624,H-Medium Risk,8,3,0,83138,94350,94350,6819,0,2,1,2,1
583815,39554,53146,79.03,159,24319,48,60,Self employed,563,7,3348,335,L-Very High Risk,4,3,1,103668,2140000,2140000,0,0,0,1,1,0
647173,57259,79015,74.67,159,24319,48,25,Self employed,549,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
500930,66169,90912,74.8,159,24319,48,40,Salaried,510,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
517072,42894,59999,73.33,159,24319,48,23,Self employed,591,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
591772,51303,90665,58.46,159,24319,48,35,Self employed,560,7,3348,14,Not Scored: Only a Guarantor,1,0,1,0,0,0,0,0,0,0,0,1
570873,58013,81257,73.84,159,24319,48,50,Salaried,509,7,3348,592,I-Medium Risk,2,2,0,95728,165611,165611,12851,0,0,0,0,1
535593,62713,94960,67.4,159,24319,48,26,Self employed,585,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
636202,35939,53146,69.62,159,24319,48,30,Self employed,551,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,1,1
572296,73123,100562,74.58,159,23364,51,53,Salaried,509,7,3348,635,G-Low Risk,5,3,1,2200,42789,42789,0,0,0,1,0,1
601933,36939,59671,63.68,159,24319,48,30,Self employed,558,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
534992,69817,105454,68.28,159,24319,48,40,Self employed,585,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
501216,66169,92731,73.33,159,24319,48,25,Self employed,510,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
497693,47349,64689,74.97,159,24319,48,39,Salaried,571,7,3348,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
588057,48743,66574,78.11,160,17400,120,42,Self employed,561,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
529533,48743,69143,75.21,160,17400,120,34,Self employed,587,1,3373,775,B-Very Low Risk,18,8,0,849180,1112013,1302503,1299,0,3,0,0,0
597181,76079,106230,73.43,160,17400,120,28,Salaried,558,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
621116,67669,82221,84.53,160,17400,120,27,Self employed,555,1,3373,572,I-Medium Risk,3,3,1,467206,588000,587617,0,0,1,1,0,0
513247,51303,70303,75.39,160,17400,120,31,Self employed,593,1,3373,738,C-Very Low Risk,3,3,0,55430,102739,102739,0,0,2,0,0,0
572389,57383,70524,86.5,160,17400,120,37,Self employed,509,1,3373,450,K-High Risk,10,5,1,1117824,1484200,1484200,27143,0,1,1,1,1
538814,44909,81251,59.08,160,17400,120,33,Salaried,584,1,3373,717,D-Very Low Risk,1,1,0,369093,550000,550000,9089,0,0,0,0,0
588461,61263,81631,79.63,160,17400,120,23,Salaried,561,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
563803,61213,81251,77.54,160,17400,120,29,Self employed,631,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
643785,52303,67164,80.4,160,17400,120,56,Salaried,550,1,3373,488,K-High Risk,8,6,3,931666,1441317,1441317,29205,0,2,2,1,1
569645,52303,73471,73.5,160,17400,120,45,Salaried,539,1,3373,300,M-Very High Risk,1,0,1,0,0,0,0,0,0,0,0,1
597989,50303,62292,83.48,160,14081,45,26,Salaried,558,1,3373,709,D-Very Low Risk,2,2,0,68641,75084,75084,0,0,1,0,0,1
647315,60213,72469,85.55,160,17400,120,37,Self employed,549,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
505858,45849,66353,71.59,160,17400,120,23,Salaried,596,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
583738,56259,70524,82.24,160,17400,120,43,Self employed,564,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
538378,38649,70303,59.03,160,17400,120,29,Salaried,584,1,3373,764,B-Very Low Risk,4,1,0,6987,25000,22691,0,0,0,0,0,0
587357,51653,70524,77.99,160,17400,120,30,Salaried,561,1,3373,825,A-Very Low Risk,1,0,0,0,0,0,1387,0,0,0,0,1
518782,93899,128771,74.55,160,17400,120,47,Self employed,591,1,3373,758,C-Very Low Risk,3,2,0,18573,43489,43489,4038,0,1,0,0,0
613627,48349,67164,74.44,160,17400,120,42,Self employed,556,1,3373,455,K-High Risk,2,1,0,6500,30500,30500,4905,0,0,0,0,0
631359,45849,74061,64.14,160,17400,120,31,Salaried,553,1,3373,300,M-Very High Risk,4,2,2,53987,55000,75787,2084,0,0,1,0,0
613466,59213,74061,82.36,160,17400,120,32,Salaried,556,1,3373,664,F-Low Risk,10,6,0,99130,225866,246770,8823,0,3,0,1,1
538786,72123,105504,70.14,160,17400,120,45,Salaried,584,1,3373,790,B-Very Low Risk,1,1,0,39806,95478,39806,0,0,0,0,0,0
554257,48349,66353,75.35,160,17400,120,30,Self employed,580,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,2,0
539929,51803,73243,73.04,160,17400,120,30,Self employed,584,1,3373,675,F-Low Risk,3,3,0,1450052,4468421,4468421,36539,0,0,1,0,1
548902,64819,81251,83.08,160,17400,120,26,Self employed,581,1,3373,17,Not Scored: Not Enough Info available on the customer,1,1,0,6839,10261,10261,1711,0,1,0,2,0
607347,56079,67164,87.84,160,17400,120,37,Self employed,557,1,3373,17,Not Scored: Not Enough Info available on the customer,1,1,0,27804,45500,45500,2528,0,1,0,0,0
572120,67963,81631,88.2,160,17400,120,34,Self employed,509,1,3373,575,I-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,1
559009,48349,105504,47.39,160,17400,120,23,Salaried,723,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
596871,55259,81631,69.83,160,17400,120,25,Salaried,558,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
541354,49713,66353,79.88,160,17400,120,38,Salaried,583,1,3373,338,L-Very High Risk,4,1,1,195,30000,30000,4620,0,0,1,0,0
540569,51803,73243,73.04,160,17400,120,44,Self employed,583,1,3373,512,K-High Risk,3,1,1,229292,300000,300000,10733,0,1,0,0,0
514899,52803,64193,84.9,160,14180,86,36,Self employed,592,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,1,0
576502,58353,73471,84.39,160,17400,120,31,Self employed,567,1,3373,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
510994,43394,67358,66.81,105,23638,120,32,Salaried,594,6,3390,639,G-Low Risk,7,4,0,181679,178900,178900,309210,0,1,0,0,0
641348,69169,82000,85.37,105,23638,120,42,Self employed,550,6,3390,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
590379,53078,67570,79.92,105,23638,120,42,Salaried,560,6,3390,300,M-Very High Risk,7,3,2,761618,1336500,1336500,24304,0,0,0,0,0
588629,53078,71700,75.31,105,23638,120,27,Salaried,561,6,3390,15,Not Scored: Sufficient History Not Available,1,1,0,8740,14990,14990,1250,1699,1,0,0,0
604680,56259,71421,79.81,105,23638,120,23,Salaried,557,6,3390,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
649258,68582,82000,85,105,23638,120,52,Salaried,549,6,3390,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
579404,45349,74434,61.8,105,23638,120,39,Salaried,565,6,3390,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
568472,54913,72922,76.79,105,23638,120,43,Salaried,539,6,3390,664,F-Low Risk,4,1,1,860402,880000,880000,6656,0,0,0,0,0
585082,63947,73131,88.88,105,23638,120,45,Self employed,563,6,3390,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
609500,56013,67230,84.78,105,22874,86,41,Self employed,556,6,3390,738,C-Very Low Risk,3,3,0,81731,96000,96000,6671,0,3,0,2,0
555073,57013,85189,68.08,105,23638,120,43,Salaried,784,6,3390,858,A-Very Low Risk,3,1,0,38799,50000,50000,4019,0,0,0,0,0
592321,56013,67570,84.36,105,23638,120,53,Salaried,560,6,3390,17,Not Scored: Not Enough Info available on the customer,2,2,1,9364,18562,18562,1533,0,2,1,0,0
628071,21374,74500,29.26,17,18398,86,33,Salaried,554,17,3471,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
647614,74409,171902,45.37,17,24431,67,45,Self employed,549,17,3471,595,I-Medium Risk,6,5,1,3547172,3793273,3793273,174972,0,1,0,0,0
595463,52503,80000,66.5,17,18398,86,39,Salaried,559,17,3471,724,D-Very Low Risk,6,4,0,673894,770501,714201,0,0,2,0,0,0
624866,48349,77000,63.64,17,13937,45,44,Self employed,554,17,3471,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
545540,71317,97000,74.74,17,20347,145,29,Self employed,582,17,3471,738,C-Very Low Risk,3,2,0,7450,17839,17839,0,0,2,0,0,1
627096,59059,76500,78.17,17,18398,86,25,,554,17,3471,714,D-Very Low Risk,2,2,0,275829,327685,327685,0,0,0,0,0,0
552076,39139,69000,57.54,17,13937,45,34,Self employed,580,17,3471,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
638170,50003,76500,66.27,17,18398,86,35,,551,17,3471,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
619757,52503,76000,70,17,18398,86,30,Salaried,555,17,3471,702,E-Low Risk,23,1,0,232964,350000,350000,38894,0,0,0,0,0
596518,37639,76000,50.26,17,18398,86,27,Salaried,559,17,3471,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
624274,48649,75500,65.3,17,18398,86,27,Self employed,554,17,3471,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
638294,50303,76200,66.93,17,18398,86,27,Self employed,551,17,3471,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
646654,48849,77500,63.87,17,13937,45,47,Self employed,549,17,3471,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
634856,38939,71476,55.96,73,24449,51,58,Self employed,552,22,3396,739,C-Very Low Risk,4,0,0,0,0,0,27034,0,0,0,0,0
613753,62233,71676,88.99,73,24449,51,34,Self employed,556,22,3396,625,H-Medium Risk,9,4,1,931818,1192389,1192389,1318,0,0,1,0,0
511721,71798,104681,70.2,73,24449,51,36,Salaried,593,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,1,0
649691,68104,105571,66.04,73,24449,51,34,Self employed,549,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
653289,52277,71476,74.81,73,24449,51,37,Self employed,549,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
581946,52581,65528,82.07,73,24449,51,32,Salaried,564,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
516954,50803,78344,66.37,73,24449,51,25,Salaried,591,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
614417,53803,65228,84.32,73,24449,51,44,Self employed,556,22,3396,695,E-Low Risk,5,2,0,251436,250000,250000,8310,0,1,0,0,0
596683,70317,105571,68.2,73,24449,51,34,Self employed,559,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
624958,53378,65228,84.01,73,24449,51,38,Self employed,554,22,3396,596,I-Medium Risk,6,2,0,48292,57000,57000,7506,0,2,0,0,0
578508,48849,71476,69.95,73,24449,51,38,Self employed,565,22,3396,623,H-Medium Risk,16,11,0,6874238,8741588,8741588,36633,0,1,1,0,0
586466,55743,96342,59.4,73,24449,51,24,Salaried,562,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
614002,59447,71976,84.75,73,24449,51,39,Self employed,556,22,3396,721,D-Very Low Risk,4,2,0,55864,57000,57000,5358,0,2,0,3,0
606685,43369,59798,74.38,73,24449,51,40,Self employed,557,22,3396,562,J-High Risk,7,5,1,1375881,1710000,1710000,8898,0,0,0,0,0
575892,40615,53953,77.33,73,24449,51,36,Salaried,567,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
583528,45627,97227,48.11,73,24449,51,38,Salaried,564,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
582483,35968,65428,56.6,73,24449,51,30,Salaried,564,22,3396,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
568916,60000,72945,85,76,16596,86,20,,539,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
592146,66619,85670,79.96,76,16596,86,46,Self employed,560,8,3444,615,H-Medium Risk,2,0,0,0,0,0,1050,0,0,0,0,0
611360,59200,73860,82.86,76,16596,86,23,Salaried,556,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
639798,66382,88980,76.53,76,16596,86,29,Salaried,550,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
533340,61878,74680,85,76,16596,86,23,Salaried,586,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
644646,65782,79100,84.58,76,16596,86,36,Self employed,550,8,3444,576,I-Medium Risk,2,1,0,700300,530000,530000,0,0,1,0,1,1
606512,68400,82870,84.95,76,16596,86,34,Self employed,557,8,3444,825,A-Very Low Risk,1,0,0,0,0,0,1760,0,0,0,1,0
612136,66900,82670,83.34,76,16596,86,26,Salaried,556,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
548895,54600,72595,77.97,76,16596,86,28,Salaried,581,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
562279,53000,91135,60.35,76,16596,86,31,Salaried,631,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
636054,61000,83475,75.47,76,16596,86,31,Self employed,551,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,1,0
591214,62000,75670,84.58,76,16596,86,24,Salaried,560,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
554066,48029,67522,72.1,76,16596,86,30,Self employed,580,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
636114,69000,89740,79.12,76,16596,86,29,Self employed,551,8,3444,708,D-Very Low Risk,2,1,0,35500,35500,35500,0,0,1,0,0,0
567344,53800,66185,84.46,76,16596,86,28,Self employed,570,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
648480,65382,88940,75.33,76,16596,86,48,Salaried,549,8,3444,792,B-Very Low Risk,7,4,0,100345,271600,271600,1790,0,3,0,1,0
554145,50888,61835,85,76,16596,86,40,Self employed,580,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
611459,57500,72945,81.57,76,16596,86,61,Self employed,556,8,3444,379,K-High Risk,1,1,1,35960,56500,56500,3084,0,0,1,2,0
559177,66000,82610,82.31,76,16596,86,33,Salaried,723,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
630049,66000,81670,83.26,76,16596,86,43,Self employed,553,8,3444,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
553069,40547,65518,64.87,142,17315,86,27,Salaried,580,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
612289,53603,69123,78.56,142,17315,86,38,Self employed,556,16,3345,751,C-Very Low Risk,3,2,0,294479,434083,434083,0,0,0,0,0,0
496812,52409,69525,78.68,142,17315,86,38,Self employed,632,16,3345,434,K-High Risk,3,1,0,6200,12000,12000,3399,0,0,1,0,0
539045,57383,76679,79.55,142,17315,86,27,Salaried,584,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
640863,49303,65030,77.66,3,15997,45,25,Self employed,550,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,1,1
542760,40402,72051,59.68,142,17315,86,49,Self employed,583,16,3345,493,K-High Risk,16,7,2,500547,956482,953252,18915,0,1,0,0,0
520967,53639,70093,79.89,142,17315,86,36,Salaried,590,16,3345,763,B-Very Low Risk,6,1,0,0,11500,11500,1074,0,0,0,0,0
573033,51303,77190,67.37,142,17315,86,30,Salaried,509,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
564581,48349,62154,78.84,142,17315,86,33,Self employed,600,16,3345,771,B-Very Low Risk,11,4,0,76074,312800,225564,2250,0,1,0,0,0
503956,53639,72266,77.49,142,17315,86,30,Salaried,596,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
648495,51303,67125,77.47,142,17315,86,30,Salaried,549,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
505257,48783,67501,75.55,142,17315,86,23,Salaried,596,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
583484,41694,70065,60.37,142,17315,86,31,Salaried,564,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
619076,57259,69123,83.91,142,17315,86,27,Salaried,555,16,3345,637,G-Low Risk,1,0,0,0,0,0,0,0,0,1,0,1
611076,57759,68409,85.52,142,17315,86,42,Salaried,556,16,3345,825,A-Very Low Risk,3,0,0,0,0,0,1325,0,0,0,0,0
613461,54759,72373,76.69,142,17315,86,39,Self employed,556,16,3345,695,E-Low Risk,11,5,1,1840363,2468922,2473091,5802,0,1,0,1,0
527995,56579,70396,83.81,142,17315,86,46,Salaried,588,16,3345,659,F-Low Risk,6,1,0,5112,49000,49000,0,0,1,2,0,0
577311,49349,69614,71.82,142,17315,86,32,Salaried,566,1,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
530877,46623,67501,73.33,142,17315,86,27,Self employed,587,16,3345,449,K-High Risk,6,6,1,23215192,21608196,21608196,0,0,2,0,0,0
631560,56059,68876,82.47,142,17315,86,31,Salaried,553,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
636397,52803,72611,74.37,142,18702,51,29,Salaried,551,16,3345,300,M-Very High Risk,2,0,1,0,0,0,6633,0,0,0,0,1
537861,54519,67501,85.92,142,17315,86,39,Self employed,584,16,3345,17,Not Scored: Not Enough Info available on the customer,1,1,0,588000,588000,588000,0,0,1,0,0,1
611841,56559,73454,78.01,142,17315,86,41,Self employed,556,16,3345,726,D-Very Low Risk,6,2,0,4220,16033,16033,4886,0,2,0,0,0
640706,61213,79137,78.35,142,17315,86,31,Salaried,550,16,3345,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
520132,40104,64206,66.97,3,17011,51,23,Salaried,590,1,3318,679,F-Low Risk,5,3,0,113542,146289,146289,13173,0,2,0,1,0
623173,50803,65850,78.97,3,17011,51,30,Salaried,554,16,3318,383,K-High Risk,13,11,1,3236504,7573377,7573377,5838,0,1,2,1,0
584834,33484,49293,69.99,3,17011,51,32,Salaried,563,16,3318,472,K-High Risk,6,5,1,306317,402957,409483,0,0,0,1,0,1
584101,54759,65920,84.95,3,17011,51,29,Salaried,563,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,1
587422,76079,102717,74.96,3,17011,51,25,Salaried,561,16,3318,630,H-Medium Risk,13,11,0,310686,438530,456248,4209,0,8,0,2,0
505981,47773,64133,79.52,3,17011,51,25,Salaried,596,16,3318,709,D-Very Low Risk,2,2,0,36366,49500,49307,0,0,2,0,1,0
583014,47849,66041,74.2,3,17011,51,32,Salaried,564,16,3318,406,K-High Risk,2,1,1,4162,12490,12490,1100,0,0,0,1,0
586109,45849,66850,70.31,3,17011,51,28,Salaried,562,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,1,0
620924,66169,76632,87.43,3,17011,51,36,Salaried,555,16,3318,608,H-Medium Risk,32,13,0,4026536,4959056,5131647,55028,0,7,1,0,0
519496,46849,63533,78.7,3,17011,51,36,Salaried,591,16,3318,514,K-High Risk,19,11,0,460335,990857,1011228,8687,46797,5,0,1,0
607588,59513,67440,89.41,3,17011,51,43,Salaried,557,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
552708,57559,71443,83.98,3,17011,51,33,Salaried,580,16,3318,603,H-Medium Risk,11,5,0,154697,513892,513892,2055,0,3,0,0,0
533802,57559,71938,83.41,3,17011,51,34,Salaried,585,16,3318,830,A-Very Low Risk,8,3,0,2790225,3023000,3009709,16154,1475,1,0,0,0
596724,48849,66771,74.88,3,17011,51,47,Salaried,559,16,3318,411,K-High Risk,6,3,2,227101,319999,377013,0,0,0,0,1,1
587330,57759,73770,79.98,3,17011,51,40,Salaried,561,16,3318,300,M-Very High Risk,8,2,2,220,220,220,84819,0,0,0,0,0
579143,50683,64410,83.84,3,18063,86,37,Self employed,565,16,3318,578,I-Medium Risk,12,6,0,369813,463970,463970,23210,0,4,0,0,0
584462,48349,66171,74.81,3,17011,51,23,Salaried,563,16,3318,475,K-High Risk,3,1,1,0,177,177,3945,0,0,0,1,1
584909,45349,62021,74.97,3,17011,51,31,Salaried,563,16,3318,579,I-Medium Risk,12,7,0,782099,1098790,1098790,11260,0,2,1,0,0
602498,49803,68331,74.64,3,17011,51,41,Salaried,558,16,3318,300,M-Very High Risk,3,1,1,72965,75000,75000,0,0,0,0,0,1
597890,49349,74264,67.33,3,17011,51,47,Salaried,558,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
489300,48783,64468,79.11,142,17315,86,56,Salaried,754,16,3318,850,A-Very Low Risk,5,0,0,0,0,0,240000,0,0,0,0,0
607331,59447,67250,89.96,3,17011,51,31,Salaried,557,16,3318,603,H-Medium Risk,1,0,0,0,0,0,1522,0,0,0,3,0
502168,48783,64468,79.11,142,17315,86,64,Self employed,510,16,3318,724,D-Very Low Risk,12,2,0,2511953,2656401,2656401,149124,0,0,0,0,0
602706,56013,66430,85.8,3,17011,51,36,Salaried,558,16,3318,449,K-High Risk,6,2,0,38965,105991,105991,0,0,0,1,0,1
587157,51803,69660,76.08,3,17011,51,50,Salaried,562,16,3318,749,C-Very Low Risk,4,2,0,6867,19839,19839,3719,0,2,0,0,0
609146,69169,105184,66.55,3,17011,51,33,Salaried,557,16,3318,15,Not Scored: Sufficient History Not Available,1,1,0,8020,14440,14440,1605,0,1,0,0,0
619312,59713,67250,89.96,3,17011,51,47,Salaried,555,16,3318,713,D-Very Low Risk,8,2,0,5813011,6937250,6937250,174203,0,1,0,1,0
545029,71633,102659,72.57,3,17011,51,25,Salaried,582,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,1,1
639534,54303,108377,50.75,3,17011,51,33,Salaried,550,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
587322,40394,54741,74.9,3,17011,51,38,Salaried,561,16,3318,688,E-Low Risk,3,1,0,72128,66000,66000,0,0,0,1,0,0
554452,46364,66111,74.87,3,17011,51,28,Salaried,580,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
587406,35939,66450,55.68,3,17011,51,31,Salaried,561,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,63956,0,0,0,0
502236,41034,64468,66.7,142,17315,86,42,Self employed,510,16,3318,671,F-Low Risk,1,1,0,-20464,3000,3000,0,0,0,0,0,0
582848,29529,53411,56.17,3,17011,51,48,Salaried,564,16,3318,555,J-High Risk,11,7,2,1255121,1761342,1705311,0,0,2,0,0,1
602472,43894,72947,61.69,3,17011,51,33,Salaried,558,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0
558983,46364,66021,74.98,3,17011,51,37,Salaried,723,16,3318,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,1,0
